ASH,TA_AV,RH
2,24.19333333,29.01
1,24.87,31.83
1.3,24.87,32.03
1,25.11333333,31.74
1.2,24,41.87
0.6,23.90666667,40.47
0,23.12333333,41.93
-1.3,22.67666667,42.91
-1.8,23.28333333,41.45
0,22.67,44.68
0,22.33666667,45.49
-0.3,22.36333333,46.3
1,22.99666667,44.32
-1.5,21.88333333,46.83
-0.1,22.72,44.58
1,22.55333333,44.53
-1,21.73666667,47.19
1,22.18,45.56
1.4,22.32,45.2
0.6,23.04666667,41.98
1.2,23.43,41.33
-1.4,22.79666667,44.1
3,22.75333333,42.69
0.2,22.59,43.31
-1,24.02666667,39.92
2.5,24.41666667,38.7
1,24.81,38.77
1,25.10333333,37.92
2,25.15,37.78
0.5,23.43666667,41.01
-0.5,22.76666667,41.75
0,23.81666667,39.67
1.5,24.25,38.28
0.2,24.31333333,38.73
-1.2,24.20666667,38.73
0.7,24.49,36.72
0.6,24.16666667,38.81
1.3,23.26333333,37.01
2.3,22.91333333,39
1.8,22.89333333,38.95
1,26.40333333,29.9
2,25.15,31.31
1.7,24.65666667,31.7
1,25.25,51.36
0,24.24666667,53.55
0.4,26.06,24.65
1.3,24.35333333,32.43
1,24.08333333,34.32
0,24.29666667,32.71
1,24.52666667,33.57
-0.5,22.42333333,33.81
0,22.48666667,33.88
-1,22.68666667,33.02
-2,22.97666667,32.68
0,22.62,32.41
-2,22.99666667,32.41
1,23.07333333,32
1,23.87,33.22
1,24,30.78
-1,24.01,31.21
0.6,23.81,29.9
0,23.35333333,31.33
-2,23.42333333,31.31
0.6,23.78666667,31.48
1.2,24.48,37.2
-2,23.25333333,43.27
0.2,22.55333333,43.94
-0.5,22.63,40.62
0,22.43,41.53
-0.5,24.02666667,42.16
-0.6,23.12666667,44.91
0.7,24.19333333,42.49
1,24,39.4
1,24.02333333,42.18
-0.5,24.38333333,41.36
1,23.00333333,45.59
0.3,23.28666667,30.93
-0.5,22.19666667,33.1
-1.5,22.11,32.91
-1,21.6,34.82
-0.5,21.48666667,35.52
1,22.46333333,32.79
0.5,22.14666667,34.27
-2,20.84333333,38.02
-1.8,20.89,37.23
0,22.09333333,34.91
0,22.69333333,32.75
1.5,22.44666667,32.56
-1,23.92,31.68
2,23.95,31.63
0,23.63333333,31.82
-0.5,23.64333333,31.46
0.5,23.92,31.32
1.2,23.06,33.95
1,22.88,33.09
0,23.1,32.52
0,22.38333333,34.14
-1,25.85666667,55.76
-0.8,25.26,58.97
1,24.55,62.66
0,24.40666667,62.82
2,24.79,59.59
0,24.6,60.01
-2,24.61,59.18
1,23.75666667,61.78
-0.3,24.62333333,57.51
-2,24.20333333,63.44
2.5,28.66333333,24.54
1,27.35333333,27.9
2,28.29666667,28.64
0.5,26.05,26.63
1,25.88666667,30.57
2,27.21,26.52
1,27.39666667,28.73
1,25.70666667,30.23
1,26.05,30.19
2,30.52,26.97
1,29.25333333,28.78
-1.5,27.43,28.01
0.5,25.86666667,29.02
1,26.61666667,55.59
0.2,26.31333333,56.23
-0.7,26.86,29.88
0.4,24.05,38.19
0,23.64333333,38.34
0.5,23.53,39.25
0.6,23.42,39.48
2,23.54,39.51
1,23.59666667,40
1,23.47,40.57
-0.5,23.29,40.67
-1,23.48666667,38.82
-2,23.59666667,38.15
1,23.17,38.84
0.5,23.69333333,39.13
-1,22.81,41.66
-0.8,22.64333333,41.88
0,22.31666667,42.14
0,22,42.33
0,22.17333333,41.76
-1,22.52333333,40.8
1,21.73666667,41.7
0.5,22.25666667,40.07
-0.3,22.36333333,39.26
-2,22.13,39.09
-0.5,22.49,38.23
-1,22.33,38.06
0,22.38333333,37.94
-0.4,22.56666667,37.3
1,22.55666667,36.44
0.5,22.49333333,36.75
1,22.57666667,36.32
-0.5,22.77666667,35.96
0,25.15333333,27.94
0,23.63666667,33.08
-1,23.70333333,32.75
2.4,23.95666667,31.19
0.4,24.26,31.04
2.3,24.65666667,31.44
1.6,23.89333333,31.26
2.5,23.43666667,32.03
2,25.18666667,30.2
0.2,25.41,29.25
1,25.27,30.07
1,25.27666667,29.67
2,23.56,34.29
2.5,23.03,35.05
0,23.38333333,34.21
1,24.16,32.44
0.1,24.21,31.97
2.5,29.8,52.2
0,29.8,52.2
0,29.8,52.2
1,29.8,52.2
0.5,29.8,52.2
1.9,29.8,52.2
-1,29.8,52.2
2,29.8,52.2
2.5,29.8,52.2
1.1,29.8,52.2
-1.1,29.8,52.2
1,29.8,52.2
1.4,29.8,52.2
3,29.8,52.2
0,29.8,52.2
2.8,29.8,52.2
1.2,29.8,52.2
0,29.8,52.2
2.7,29.8,52.2
2,29.8,52.2
2,29.8,52.2
-1.2,29.8,52.2
1.9,29.8,52.2
0.5,29.8,52.2
-2,26.6,69.2
0.5,26.6,69.2
-1,26.6,69.2
-1.1,26.6,69.2
-1.6,26.6,69.2
-3,26.6,69.2
1.7,26.6,69.2
0.8,26.6,69.2
0.2,26.6,69.2
-1,26.6,69.2
-1.5,26.6,69.2
1,26.6,69.2
2,26.6,69.2
2.5,26.6,69.2
3,26.6,69.2
2,26.6,69.2
0,26.6,69.2
1,26.6,69.2
-0.8,26.9,75.5
-1.3,26.9,75.5
1,26.9,75.5
0.3,26.9,75.5
-1,26.9,75.5
0,26.9,75.5
1,26.9,75.5
0,26.9,75.5
1,26.9,75.5
1,26.9,75.5
1.1,26.9,75.5
1,26.9,75.5
1,28.8,60.7
0,28.8,60.7
1,28.8,60.7
0.2,28.8,60.7
-0.2,28.8,60.7
-1,28.8,60.7
1,28.8,60.7
0,28.8,60.7
0.9,28.8,60.7
1,28.8,60.7
1,28.8,60.7
1,28.8,60.7
1,28.8,60.7
0,28.8,60.7
1,28.8,60.7
1,28.8,60.7
0.5,28.8,60.7
-1,28.8,60.7
0.3,28.8,60.7
0.4,28.8,60.7
0,28.8,60.7
0,29.1,59.8
-1,29.1,59.8
1,29.1,59.8
0.4,29.1,59.8
-1,29.1,59.8
-0.5,29.1,59.8
-1.7,29.1,59.8
0,29.1,59.8
1,29.1,59.8
0.8,29.1,59.8
-1,29.1,59.8
1.3,29.1,59.8
1,29.1,59.8
-0.8,29.1,59.8
2,29.1,59.8
1,29.1,59.8
1,29.1,59.8
1,29.1,59.8
0,29.5,57.2
0,29.5,57.2
0,29.5,57.2
0,29.5,57.2
0,29.5,57.2
0,29.5,57.2
1,29.5,57.2
0.5,29.5,57.2
1,29.5,57.2
1,29.5,57.2
2,29.5,57.2
-1,29.5,57.2
3,29.5,57.2
1.5,29.5,57.2
0,29.5,57.2
2,29.5,57.2
1.2,29.5,57.2
1,29.5,57.2
0,29.5,57.2
2,29.9,55.9
1.6,29.9,55.9
1.8,29.9,55.9
3,29.9,55.9
3,29.9,55.9
0.3,29.9,55.9
1,29.9,55.9
0,29.9,55.9
2,29.9,55.9
1,29.9,55.9
0.5,29.9,55.9
1.5,29.9,55.9
-1,29.9,55.9
1,29.9,55.9
1,29.9,55.9
-1.5,29.4,56.6
1,29.4,56.6
-1,29.4,56.6
0,29.4,56.6
0,29.4,56.6
-1.3,29.4,56.6
0,29.4,56.6
-1,29.4,56.6
0.4,29.4,56.6
0,29.4,56.6
1.5,29.4,56.6
0,29.4,56.6
1.8,29.4,56.6
0,29.4,56.6
0.9,29.4,56.6
1,29.4,56.6
1,29.4,56.6
1,29.4,56.6
0,29.4,56.6
1.1,29.4,56.6
-1,28,64.5
-1.2,28,64.5
1,28,64.5
-0.7,28,64.5
-1.5,28,64.5
0,28,64.5
-0.2,28,64.5
0.5,28,64.5
2.1,28,64.5
1,28,64.5
1,28,64.5
1.3,28,64.5
-0.3,28,64.5
0.3,28,64.5
2.1,28,64.5
-1,28.6,60.7
0,28.6,60.7
0,28.6,60.7
-1,28.6,60.7
-1,28.6,60.7
0.3,28.6,60.7
0,28.6,60.7
0,28.6,60.7
0.1,28.6,60.7
0.1,28.6,60.7
1,28.6,60.7
2,28.6,60.7
1,28.6,60.7
-1,28.6,60.7
0.3,28.6,60.7
-1,28.6,60.7
-0.3,28.6,60.7
0.5,28.6,60.7
1,28.6,60.7
1,28.6,60.7
0,29.2,58.5
-0.5,29.2,58.5
0,29.2,58.5
0,29.2,58.5
0,29.2,58.5
1,29.2,58.5
1,29.2,58.5
0.7,29.2,58.5
2,29.2,58.5
1,29.2,58.5
1,29.2,58.5
1.5,29.2,58.5
1.3,29.2,58.5
2,29.2,58.5
0.5,29.2,58.5
2.1,29.2,58.5
2,29.2,58.5
1.2,29.2,58.5
0.5,29.2,58.5
-0.2,29.4,57.3
1,29.4,57.3
-0.4,29.4,57.3
0,29.4,57.3
0,29.4,57.3
-1,29.4,57.3
0.8,29.4,57.3
0,29.4,57.3
2,29.4,57.3
-0.2,29.4,57.3
1.5,29.4,57.3
0,29.4,57.3
1,29.4,57.3
1,29.4,57.3
0,29.4,57.3
0,29.4,57.3
1,29.4,57.3
-0.8,27.2,62.6
2,27.2,62.6
0,27.2,62.6
-1,27.2,62.6
-1.5,27.2,62.6
0,27.2,62.6
0,27.2,62.6
0,27.2,62.6
0.2,27.2,62.6
2,27.2,62.6
0,27.2,62.6
1,27.2,62.6
2,27.2,62.6
-1.1,27.2,62.6
1.6,27.2,62.6
0,27.2,62.6
1,27.2,62.6
1,27.2,62.6
0.2,27.2,62.6
0.8,27.2,62.6
1.2,27.2,62.6
-0.2,27.2,62.6
1,27.2,62.6
-1,27.9,60.9
-1,27.9,60.9
-0.3,27.9,60.9
1,27.9,60.9
-0.5,27.9,60.9
-1.5,27.9,60.9
0.7,27.9,60.9
-1,27.9,60.9
0,27.9,60.9
0.8,27.9,60.9
-0.1,27.9,60.9
0,27.9,60.9
-1,27.9,60.9
1,27.9,60.9
0.1,27.9,60.9
1,27.9,60.9
0,27.9,60.9
-0.1,27.9,60.9
0,27.9,60.9
-0.5,27.9,60.9
-0.6,27.9,60.9
-0.5,28.3,61.2
0.8,28.3,61.2
-1.2,28.3,61.2
0.1,28.3,61.2
1,28.3,61.2
0.4,28.3,61.2
0,28.3,61.2
-0.8,28.3,61.2
-0.5,28.3,61.2
0,28.3,61.2
1.3,28.3,61.2
0,28.3,61.2
1.8,28.3,61.2
0.9,28.3,61.2
-0.3,28.3,61.2
2,28.3,61.2
0.5,28.3,61.2
2,28.3,61.2
0.7,28.3,61.2
1,28.3,61.2
0,28.3,61.2
2.1,28.3,61.2
1,28.9,58.6
0.4,28.9,58.6
0,28.9,58.6
0,28.9,58.6
1,28.9,58.6
-1,28.9,58.6
1,28.9,58.6
0.9,28.9,58.6
0,28.9,58.6
-0.3,28.9,58.6
1,28.9,58.6
1,28.9,58.6
1,28.9,58.6
2,28.9,58.6
1,28.9,58.6
1.2,28.9,58.6
1,28.9,58.6
-1,29.7,57.7
-1.5,29.7,57.7
-1,29.7,57.7
-1,29.7,57.7
1,29.7,57.7
1,29.7,57.7
0.2,29.7,57.7
0,29.7,57.7
0,29.7,57.7
0.9,29.7,57.7
-0.6,29.7,57.7
0.9,29.7,57.7
0.7,29.7,57.7
1,29.7,57.7
3,29.7,57.7
1,29.7,57.7
1.5,29.7,57.7
2.4,29.7,57.7
1,28.5,59.2
-0.2,28.5,59.2
0,28.5,59.2
1,28.5,59.2
1,28.5,59.2
-0.8,28.5,59.2
0.9,28.5,59.2
1,28.5,59.2
1,28.5,59.2
2.6,28.5,59.2
1,28.5,59.2
1,28.5,59.2
1.5,28.5,59.2
-1,28.5,59.2
0,28.5,59.2
0.8,28.5,59.2
2,28.5,59.2
2,28.5,59.2
1,28.5,59.2
1,28.5,59.2
1.6,28.5,59.2
0.8,28.5,59.2
2.6,28.5,59.2
2,28.5,59.2
0,27.6,69.1
0,27.6,69.1
0,27.6,69.1
-0.5,27.6,69.1
0,27.6,69.1
0,27.6,69.1
0,27.6,69.1
0,27.6,69.1
1,27.6,69.1
1,27.6,69.1
1,27.6,69.1
0.8,27.6,69.1
0.3,27.6,69.1
1.3,27.6,69.1
1,27.6,69.1
-0.5,27.6,69.1
2.6,27.6,69.1
2,27.6,69.1
0,27.6,69.1
2.5,27.6,69.1
-1,28.1,65.7
-0.5,28.1,65.7
-1,28.1,65.7
-1,28.1,65.7
1,28.1,65.7
-1.1,28.1,65.7
-1.5,28.1,65.7
-1,28.1,65.7
0,28.1,65.7
0,28.1,65.7
0.5,28.1,65.7
0,28.1,65.7
-0.5,28.1,65.7
1,28.1,65.7
0.3,28.1,65.7
2.3,28.1,65.7
1.2,28.1,65.7
2.3,28.1,65.7
1,28.1,65.7
1,28.1,65.7
1.5,28.1,65.7
-0.8,29.1,60.6
-0.2,29.1,60.6
0,29.1,60.6
0.1,29.1,60.6
0,29.1,60.6
-1,29.1,60.6
0,29.1,60.6
1,29.1,60.6
1,29.1,60.6
1,29.1,60.6
1,29.1,60.6
1,29.1,60.6
0.5,29.1,60.6
1,29.1,60.6
1.2,29.1,60.6
0.5,29.1,60.6
0,29.1,60.6
2,29.1,60.6
1,29.1,60.6
1,29.1,60.6
0,29.1,60.6
0.2,29.1,60.6
0,29.1,60.6
0,29.1,60.6
-1,29.1,60.6
0.8,29.1,60.6
0,29.1,60.6
0,29.1,60.6
-0.7,29.1,60.6
-1,29.1,60.6
1,29.1,60.6
0,29.1,60.6
2.8,29.1,60.6
2,29.1,60.6
2.4,29.1,60.6
-0.4,29,61.8
-0.5,29,61.8
0.1,29,61.8
-0.1,29,61.8
0,29,61.8
1,29,61.8
0,29,61.8
1,29,61.8
1.7,29,61.8
2,29,61.8
-1,29,61.8
1,29,61.8
2.1,29,61.8
0.7,29,61.8
0.7,29,61.8
1.6,29,61.8
1,29,61.8
1,29,61.8
1.2,29,61.8
1.7,29,61.8
-1,27.6,67.8
-2,27.6,67.8
-1.5,27.6,67.8
-1,27.6,67.8
0,27.6,67.8
-2,27.6,67.8
0,27.6,67.8
0,27.6,67.8
-1,27.6,67.8
0.4,27.6,67.8
0,27.6,67.8
-0.5,27.6,67.8
0,27.6,67.8
-1,27.6,67.8
-0.8,27.6,67.8
1,27.6,67.8
-0.3,27.6,67.8
2,27.6,67.8
-0.2,27.6,67.8
0,27.6,67.8
1,27.6,67.8
0.5,27.6,67.8
0,27.5,73.1
0,27.5,73.1
-2,27.5,73.1
0,27.5,73.1
0.1,27.5,73.1
-1,27.5,73.1
1.5,27.5,73.1
0,27.5,73.1
-0.7,27.5,73.1
-0.5,27.5,73.1
1.3,27.5,73.1
0,27.5,73.1
0,27.5,73.1
2.8,27.5,73.1
1,27.5,73.1
0.5,27.5,73.1
0,27.5,73.1
1,27.5,73.1
0,28.4,68.1
1,28.4,68.1
0,28.4,68.1
0,28.4,68.1
1,28.4,68.1
0.9,28.4,68.1
0.5,28.4,68.1
-1,28.4,68.1
0.7,28.4,68.1
1.1,28.4,68.1
0,28.4,68.1
2,28.4,68.1
1.5,28.4,68.1
2.1,28.4,68.1
1,28.4,68.1
2.5,28.4,68.1
2,28.4,68.1
0,28.4,68.1
1.8,28.4,68.1
1,28.4,68.1
-1,28.5,67.4
0,28.5,67.4
0,28.5,67.4
-1,28.5,67.4
1,28.5,67.4
-1,28.5,67.4
1,28.5,67.4
0,28.5,67.4
-1,28.5,67.4
0,28.5,67.4
1.7,28.5,67.4
2.5,28.5,67.4
-1,28.5,67.4
-1,28.5,67.4
-0.3,28.5,67.4
-2,28.5,67.4
2,28.5,67.4
2.3,28.5,67.4
0,28.5,67.4
1.8,28.5,67.4
-0.4,28.5,67.4
-1.7,28,68.6
2.2,28,68.6
1.4,28,68.6
0.6,28,68.6
1.2,28,68.6
2,28,68.6
2,28,68.6
0.5,28,68.6
0.8,28,68.6
2.5,28,68.6
2.5,28,68.6
-1,28,68.6
2,28,68.6
1.5,28,68.6
1.3,28,68.6
1,28,68.6
1,28,68.6
1,28,68.6
1.6,28,68.6
0,28.6,58.4
0,28.6,58.4
0,28.6,58.4
0,28.6,58.4
1,28.6,58.4
0,28.6,58.4
0,28.6,58.4
-2,28.6,58.4
0,28.6,58.4
0,28.6,58.4
1,28.6,58.4
2,28.6,58.4
0,28.6,58.4
0,28.6,58.4
1,28.6,58.4
0,28.6,58.4
2,28.6,58.4
3,28.6,58.4
-1,28.6,58.4
3,28.6,58.4
1,28.6,58.4
2,28.6,58.4
1,28.6,58.4
1,28.6,58.4
0,28.6,58.4
0.5,28.8,59.1
0,28.8,59.1
-2,28.8,59.1
1,28.8,59.1
0,28.8,59.1
2.6,28.8,59.1
2,28.8,59.1
0.5,28.8,59.1
2.5,28.8,59.1
2,28.8,59.1
0,28.8,59.1
1,28.8,59.1
0,28.8,59.1
0,28.8,59.1
1,28.8,59.1
1,28.8,59.1
2,28.8,59.1
0,28.8,59.1
1,28.8,59.1
2,28.8,59.1
0,28.8,59.1
0,28.8,59.1
2.6,28.8,59.1
1,28.8,59.1
1,28.8,59.1
3,28.8,59.1
1,28.8,59.1
0,28.8,59.1
1,28.8,59.1
0,28.6,58.4
-1,28.6,58.4
-1,28.6,58.4
0,28.6,58.4
-1,28.6,58.4
-0.7,28.6,58.4
-1,28.6,58.4
0,28.6,58.4
0,28.6,58.4
0.2,28.6,58.4
-0.5,28.6,58.4
2.3,28.6,58.4
3,28.6,58.4
1,28.6,58.4
1,28.6,58.4
2,28.6,58.4
2.3,28.6,58.4
-1,28.6,58.4
0,28.6,58.4
0,28.6,58.4
1,28.6,58.4
1,28.6,58.4
3,28.6,58.4
1,28.6,58.4
-0.5,28.6,58.4
1,28.6,58.4
1,28.6,58.4
2,28.6,58.4
-0.5,29,58.3
-1,29,58.3
0,29,58.3
2,29,58.3
-1.5,29,58.3
0,29,58.3
-2,29,58.3
-1,29,58.3
1.6,29,58.3
-0.4,29,58.3
0,29,58.3
1,29,58.3
-1,29,58.3
2,29,58.3
2,29,58.3
0.5,29,58.3
0.5,29,58.3
1,29,58.3
1,29,58.3
0,29,58.3
1,29,58.3
2.7,29,58.3
0.6,29,58.3
-1,29,58.3
-0.5,29,58.3
-0.4,29,58.3
2,29,58.3
2.6,29,58.3
0,28.8,58.1
-1,28.8,58.1
0,28.8,58.1
-1,28.8,58.1
-2,28.8,58.1
-1,28.8,58.1
1,28.8,58.1
2,28.8,58.1
0,28.8,58.1
1,28.8,58.1
0,28.8,58.1
2,28.8,58.1
2,28.8,58.1
2,28.8,58.1
3,28.8,58.1
1,28.8,58.1
1,28.8,58.1
3,28.8,58.1
0,28.8,58.1
1,28.8,58.1
1.5,28.8,58.1
1,28.8,58.1
3,28.8,58.1
1,28.8,58.1
2,28.8,58.1
2.5,28.8,58.1
2.1,28.8,58.1
-2.2,29.9,55.1
2,29.9,55.1
0,29.9,55.1
-1,29.9,55.1
0,29.9,55.1
-1.5,29.9,55.1
1,29.9,55.1
0,29.9,55.1
0,29.9,55.1
3,29.9,55.1
-0.2,29.9,55.1
1,29.9,55.1
3,29.9,55.1
1.8,29.9,55.1
2,29.9,55.1
0.5,29.9,55.1
1,29.9,55.1
3,29.9,55.1
1,29.9,55.1
2.2,29.9,55.1
2,29.9,55.1
0,29.9,55.1
2,29.9,55.1
0,29.9,55.1
2,29.9,55.1
3,29.9,55.1
1,29.9,55.1
1,29.9,55.1
1,29.9,55.1
2.5,29.9,55.1
3,29.9,55.1
2,29.9,55.1
2,29.9,55.1
-1,28.5,59.1
-2,28.5,59.1
-1,28.5,59.1
0,28.5,59.1
-1,28.5,59.1
0,28.5,59.1
-1,28.5,59.1
-1,28.5,59.1
-1,28.5,59.1
3,28.5,59.1
0,28.5,59.1
0,28.5,59.1
1,28.5,59.1
1,28.5,59.1
0,28.5,59.1
-2,28.5,59.1
0,28.5,59.1
-1,28.5,59.1
-0.7,28.5,59.1
1,28.5,59.1
1,28.5,59.1
0,28.5,59.1
-1.5,28.5,59.1
0,28.5,59.1
0,28.5,59.1
2,28.5,59.1
-1,28.5,59.1
2.5,28.5,59.1
0,28.5,59.1
0,28.5,59.1
2,28.5,59.1
0,28.5,59.1
1,28.5,59.1
0,28.5,59.1
0,28.5,59.1
0,28.5,59.1
-2,28.5,59.1
0,28.5,59.1
1,28.5,59.1
2,28.5,59.1
1.8,28.5,59.1
0,28.5,59.1
2,28.5,59.1
1,28.5,59.1
0,28.5,59.1
0,28.5,59.1
2,28.5,59.1
2,28.5,59.1
0,28.5,59.1
1,28.5,59.1
0,28.5,59.1
1,28.5,59.1
-2,28.5,59.1
0.7,28.5,59.1
-0.5,28.5,59.1
0,28.5,59.1
1,28.5,59.1
0,28.5,59.1
0,29.6,55.9
-2,29.6,55.9
0,29.6,55.9
-2,29.6,55.9
-1,29.6,55.9
-0.5,29.6,55.9
-1,29.6,55.9
0,29.6,55.9
1,29.6,55.9
-1,29.6,55.9
0,29.6,55.9
2,29.6,55.9
1,29.6,55.9
0.5,29.6,55.9
0,29.6,55.9
1,29.6,55.9
2,29.6,55.9
2,29.6,55.9
1,29.6,55.9
1,28.5,61.2
3,28.5,61.2
2,28.5,61.2
0,28.5,61.2
0,28.5,61.2
0,28.5,61.2
0,28.5,61.2
2,28.5,61.2
1,28.5,61.2
0.9,28.5,61.2
1,28.5,61.2
0,28.5,61.2
2,28.5,61.2
3,28.5,61.2
3,28.5,61.2
1,28.5,61.2
0.8,28.5,61.2
0.4,28.5,61.2
-0.5,28.5,61.2
1.5,28.5,61.2
1.6,28.5,61.2
1,28.5,61.2
1.5,28.5,61.2
2,28.5,61.2
-0.5,28.5,61.2
2,29.8,59.2
3,29.8,59.2
3,29.8,59.2
2,29.8,59.2
1,29.8,59.2
1,29.8,59.2
1,29.8,59.2
2.2,29.8,59.2
1,29.8,59.2
2,29.8,59.2
0,29.8,59.2
2,29.8,59.2
2.3,29.8,59.2
1,29.8,59.2
3,29.8,59.2
3,29.8,59.2
2,29.8,59.2
1,29.8,59.2
0,29.8,59.2
0,29.8,59.2
3,29.8,59.2
1,29.8,59.2
2,29.8,59.2
2,29.8,59.2
-2,29.8,59.2
1,29.8,59.2
2,29.8,59.2
2,29.8,59.2
0,29.8,59.2
-1,29.8,59.6
0,29.8,59.6
-2.1,29.8,59.6
2,29.8,59.6
1,29.8,59.6
0,29.8,59.6
0,29.8,59.6
1,29.8,59.6
1,29.8,59.6
2,29.8,59.6
0.3,29.8,59.6
-1.8,29.8,59.6
1,29.8,59.6
2.3,29.8,59.6
1,29.8,59.6
0,29.8,59.6
2,29.8,59.6
2.5,29.8,59.6
3,29.8,59.6
1,29.8,59.6
2,29.8,59.6
-0.7,29.8,59.6
2,29.8,59.6
1,29.8,59.6
1,29.8,59.6
0,29.8,59.6
1,29.8,59.6
1.4,29.8,59.6
0,29.8,59.6
0,30.5,55.6
0,30.5,55.6
1,30.5,55.6
-2,30.5,55.6
-1,30.5,55.6
0,30.5,55.6
1,30.5,55.6
2,30.5,55.6
1,30.5,55.6
2.3,30.5,55.6
-0.9,30.5,55.6
0,30.5,55.6
2.7,30.5,55.6
2.9,30.5,55.6
2,30.5,55.6
2,30.5,55.6
1.5,30.5,55.6
2,30.5,55.6
0,30.5,55.6
2,30.5,55.6
1,30.5,55.6
3,30.5,55.6
2,30.5,55.6
1,30.5,55.6
2,30.5,55.6
0,30.5,55.6
0,30.5,55.6
0.8,30.5,55.6
1,30.5,55.6
0,30.2,54.1
0,30.2,54.1
0,30.2,54.1
0,30.2,54.1
0.7,30.2,54.1
1,30.2,54.1
0.5,30.2,54.1
0,30.2,54.1
1,30.2,54.1
-1,30.2,54.1
0.5,30.2,54.1
2.5,30.2,54.1
0,30.2,54.1
1.9,30.2,54.1
2,30.2,54.1
1,30.2,54.1
2,30.2,54.1
0,30.2,54.1
2.5,30.2,54.1
0,30.2,54.1
0,30.2,54.1
2,30.2,54.1
1,30.2,54.1
1.5,30.2,54.1
1,30.2,54.1
-1,28.8,58.2
0,28.8,58.2
-1,28.8,58.2
1,28.8,58.2
0.5,28.8,58.2
1,28.8,58.2
1.4,28.8,58.2
0,28.8,58.2
-1.5,28.8,58.2
0.3,28.8,58.2
0,28.8,58.2
1,28.8,58.2
0.5,28.8,58.2
-0.5,28.8,58.2
2,28.8,58.2
1,28.8,58.2
1,28.8,58.2
2,28.8,58.2
-0.5,28.8,58.2
2,28.8,58.2
2,28.8,58.2
1,28.8,58.2
2.5,28.8,58.2
0,29.6,53.3
1,29.6,53.3
0,29.6,53.3
-1,29.6,53.3
-2,29.6,53.3
0,29.6,53.3
-2,29.6,53.3
3,29.6,53.3
1,29.6,53.3
-1,29.6,53.3
-1,29.6,53.3
1,29.6,53.3
2,29.6,53.3
1,29.6,53.3
1,29.6,53.3
1,29.6,53.3
2,29.6,53.3
1,29.6,53.3
1,29.6,53.3
1,29.6,53.3
0,29.6,53.3
2,29.6,53.3
2.5,29.6,53.3
1,29.6,53.3
0,29.6,53.3
1,30.1,51.3
0,30.1,51.3
1.8,30.1,51.3
2.8,30.1,51.3
1,30.1,51.3
1,30.1,51.3
3,30.1,51.3
1,30.1,51.3
1.5,30.1,51.3
1,30.1,51.3
2,30.1,51.3
2,30.1,51.3
2,30.1,51.3
2.3,30.1,51.3
0,30.1,51.3
2,30.1,51.3
2.8,30.1,51.3
2,30.1,51.3
2,30.1,51.3
1,30.1,51.3
1,30.1,51.3
2,30.1,51.3
3,30.1,51.3
2.3,30.1,51.3
2,30.1,51.3
2.5,30.1,51.3
0,27,53.9
0,27,53.9
-1,27,53.9
-1,27,53.9
-0.5,27,53.9
0,27,53.9
0,27,53.9
0,27,53.9
1,27,53.9
0.4,27,53.9
0,27,53.9
0,27,53.9
1,27,53.9
1,27,53.9
2,27,53.9
-2,27,53.9
-1,27,53.9
1,27,53.9
1,27,53.9
-0.8,27.1,61.9
-1,27.1,61.9
-2,27.1,61.9
0,27.1,61.9
1,27.1,61.9
1,27.1,61.9
0,27.1,61.9
0,27.1,61.9
0,27.1,61.9
-1,27.1,61.9
1.5,27.1,61.9
2,27.1,61.9
-1,27.1,61.9
2,27.1,61.9
3,27.1,61.9
0,27.2,52.5
-0.2,27.2,52.5
-0.1,27.2,52.5
0,27.2,52.5
-0.5,27.2,52.5
-0.6,27.2,52.5
0,27.2,52.5
0,27.2,52.5
0.2,27.2,52.5
-0.8,27.2,52.5
-1,27.2,52.5
0,27.2,52.5
0,27.2,52.5
0.5,27.2,52.5
-1,27.2,52.5
0,27.2,52.5
-1,27.2,52.5
-1,27.2,52.5
0.5,27.2,52.5
0,27.2,52.5
-1.2,23.8,62.7
-2.3,23.8,62.7
-1.2,23.8,62.7
-1,23.8,62.7
-2,23.8,62.7
-1,23.8,62.7
-0.2,23.8,62.7
-0.9,23.8,62.7
0,23.8,62.7
1.4,23.8,62.7
0,23.8,62.7
-1,23.8,62.7
-0.3,23.8,62.7
1,23.8,62.7
-0.5,23.8,62.7
0,23.8,62.7
0.5,23.8,62.7
-0.5,23.8,62.7
-1,23.8,61.6
-2.8,23.8,61.6
0,23.8,61.6
-1,23.8,61.6
0,23.8,61.6
-0.9,23.8,61.6
-2,23.8,61.6
-1.7,23.8,61.6
0,23.8,61.6
-2,23.8,61.6
0,23.8,61.6
-1.5,23.8,61.6
-0.7,23.8,61.6
0,23.8,61.6
0,23.8,61.6
-1,23.8,61.6
-1,23.8,61.6
0.3,23.8,61.6
-1,23.7,61.7
-2.5,23.7,61.7
-2.9,23.7,61.7
-0.5,23.7,61.7
-1,23.7,61.7
-2.3,23.7,61.7
-0.5,23.7,61.7
-2,23.7,61.7
-2.7,23.7,61.7
-1,23.7,61.7
1,23.7,61.7
-1,23.7,61.7
-0.4,23.7,61.7
-1.5,23.7,61.7
-1,23.7,61.7
1.5,23.7,61.7
0.7,23.7,61.7
-1,23.7,61.7
-1,23.7,61.7
-2.5,23.9,60.9
-2,23.9,60.9
-2.8,23.9,60.9
-1.6,23.9,60.9
-1,23.9,60.9
0,23.9,60.9
0.1,23.9,60.9
-1,23.9,60.9
